award_record_id,year,category,prize,motivation,prize_share,source_laureate_id,laureate_type,full_name,birth_date,birth_year,birth_city,birth_country,birth_coordinates,citizenship_countries,sex,affiliation_name,affiliation_city,affiliation_country,affiliation_coordinates,death_date,death_city,death_country,field_language,biographical_note,remarks
crafoord-000011,1988,Mathematics,Crafoord Prize,for their fundamental research in algebraic geometry,,Q334045,,Pierre Deligne,1944-10-03,1944,Etterbeek,Belgium,,Belgium,Male,,,,,,,,,(b. 1944),
crafoord-000012,1988,Mathematics,Crafoord Prize,for their fundamental research in algebraic geometry,,Q77141,,Alexander Grothendieck,1928-03-28,1928,Berlin,Margraviate of Brandenburg,,France; stateless; Germany,Male,,,,,2014-11-13,Saint-Lizier,France,,(1928–2014),
crafoord-000013,1989,Geosciences,Crafoord Prize,"for his pioneering exploration of space, in particular the discovery of the energetic particles trapped in the geomagnetic field which forms the radiation belts - the Van Allen belts - around the planet Earth",,Q271963,,James Van Allen,1914-09-07,1914,Mount Pleasant,United States,,United States,Male,,,,,2006-08-09,Iowa City,United States,,(1914–2006),
crafoord-000014,1990,Biosciences,Crafoord Prize,for his research on the dynamics and genetics of fragmented populations and the importance of the distribution pattern for their survival probabilities,,Q377983,,Paul R. Ehrlich,1932-05-29,1932,Philadelphia,United States,,United States,Male,,,,,2026-03-13,Palo Alto,United States,,(1932–2026),
crafoord-000015,1990,Biosciences,Crafoord Prize,for the theory of island biogeography and other research on species diversity and community dynamics on islands and in other habitats with differing degrees of isolation,,Q211029,,E. O. Wilson,1929-06-10,1929,Birmingham,United States,,United States,Male,,,,,2021-12-26,Burlington,United States,,(1929–2021),
crafoord-000016,1991,Astronomy,Crafoord Prize,"for his very important contributions to the study of galaxies, their populations of stars, clusters and nebulae, their evolution, the velocity-distance relation (or Hubble relation), and its evolution over time",,Q358253,,Allan Sandage,1926-06-18,1926,Iowa City,United States,,United States,Male,,,,,2010-11-13,San Gabriel,United States,,(1926–2010),
crafoord-000017,1992,Geosciences,Crafoord Prize,for his innovative research concerning the evolution of life in interaction with the environment as documented in the geological record,,Q67804,,Adolf Seilacher,1925-02-24,1925,Stuttgart,Germany,,Germany,Male,,,,,2014-04-26,Tübingen,Germany,,(1925–2014),
crafoord-000018,1993,Biosciences,Crafoord Prize,for his theories concerning kin selection and genetic relationship as a prerequisite for the evolution of altruistic behavior,,Q15451,,W. D. Hamilton,1936-08-01,1936,Cairo,Egypt,,United Kingdom,Male,,,,,2000-03-07,Middlesex Hospital,United Kingdom,,(1936–2000),
crafoord-000019,1993,Biosciences,Crafoord Prize,"for his pioneering genetical and neurophysiological studies on behavioural mutants in the fruit fly, Drosophila melanogaster",,Q1975294,,Seymour Benzer,1921-10-15,1921,The Bronx,United States,,United States,Male,,,,,2007-11-30,Pasadena,United States,,(1921–2007),
crafoord-000020,1994,Mathematics,Crafoord Prize,for his fundamental investigations in four-dimensional geometry through application of instantos in particular his new discovery of new differential invariants,,Q334039,,Simon Donaldson,1957-08-20,1957,Cambridge,United Kingdom,,United Kingdom,Male,,,,,,,,,(b. 1957),
crafoord-000021,1994,Mathematics,Crafoord Prize,for his development of non-linear techniques in differential geometry leading the solution of several outstanding problems,,Q334760,,Shing-Tung Yau,1949-04-04,1949,Shantou,People's Republic of China,,United States; Hong Kong,Male,,,,,,,,,(b. 1949),
crafoord-000022,1995,Geosciences,Crafoord Prize,for their fundamental work on developing and applying isotope geological analysis methods for the study of climatic variations during the Quaternary period,,Q1038902,,Willi Dansgaard,1922-08-30,1922,Copenhagen,Denmark,,Denmark,Male,,,,,2011-01-08,Copenhagen,Denmark,,(1922–2011),
crafoord-000023,1995,Geosciences,Crafoord Prize,for their fundamental work on developing and applying isotope geological analysis methods for the study of climatic variations during the Quaternary period,,Q1266583,,Nicholas Shackleton,1937-06-23,1937,Chelsea,United Kingdom,,United Kingdom,Male,,,,,2006-01-24,Cambridge,United Kingdom,,(1937–2006),
crafoord-000024,1996,Biosciences,Crafoord Prize,"for his pioneering ecological research concerning theoretical analysis of the dynamics of populations, communities and ecosystems",,,,Robert May,,1936,,,,United Kingdom; United States,,,,,,,,,,(1936–2020),
crafoord-000025,1997,Astronomy,Crafoord Prize,for their pioneering contributions to the study of nuclear processes in stars and stellar evolution,,Q183397,,Fred Hoyle,1915-06-24,1915,Bingley,United Kingdom,,United Kingdom,Male,,,,,2001-08-20,Bournemouth,United Kingdom,,(1915–2001),
crafoord-000026,1997,Astronomy,Crafoord Prize,for their pioneering contributions to the study of nuclear processes in stars and stellar evolution,,Q78925,,Edwin Ernest Salpeter,1924-12-03,1924,Vienna,Austria,,Austria; United States; Australia,Male,,,,,2008-11-26,Ithaca,United States,,(1924–2008),
crafoord-000027,1998,Geosciences,Crafoord Prize,for their fundamental contributions to our knowledge of the structures and processes in the interior of the Earth,,Q151861,,Don L. Anderson,1933-03-05,1933,Frederick,United States,,United States,Male,,,,,2014-12-02,Cambria,United States,,(1933–2014),
crafoord-000028,1998,Geosciences,Crafoord Prize,for their fundamental contributions to our knowledge of the structures and processes in the interior of the Earth,,Q349221,,Adam M. Dziewonski,1936-11-15,1936,Lviv,Ukraine,,Poland; United States,Male,,,,,2016-03-01,Cambridge,United States,,(1936–2016),
crafoord-000029,1999,Biosciences,Crafoord Prize,for their fundamental contributions to the conceptual development of evolutionary biology,,Q5354,,Ernst Mayr,1904-07-05,1904,Kempten,Germany,,United States; Germany,Male,,,,,2005-02-03,Bedford,United States,,(1904–2005),
crafoord-000030,1999,Biosciences,Crafoord Prize,for their fundamental contributions to the conceptual development of evolutionary biology,,Q323207,,John Maynard Smith,1920-01-06,1920,London,Roman Empire,,United Kingdom,Male,,,,,2004-04-19,Lewes,United Kingdom,,(1920–2004),
crafoord-000031,1999,Biosciences,Crafoord Prize,for their fundamental contributions to the conceptual development of evolutionary biology,,Q552019,,George Christopher Williams,1926-05-12,1926,Charlotte,United States,,United States,Male,,,,,2010-09-08,Setauket-East Setauket,United States,,(1926–2010),
crafoord-000032,2000,Polyarthritis,Crafoord Prize,for their definition of TNF-alpha as a therapeutic target in rheumatoid arthritis,,Q6755546,,Marc Feldmann,1944-12-02,1944,Lviv,Ukraine,,Australia; United Kingdom,Male,,,,,,,,,(b. 1944),
crafoord-000033,2000,Polyarthritis,Crafoord Prize,for their definition of TNF-alpha as a therapeutic target in rheumatoid arthritis,,Q7296719,,Ravinder N. Maini,1937-11-17,1937,Ludhiana,India,,United Kingdom,Male,,,,,,,,,(b. 1937),
crafoord-000034,2001,Mathematics,Crafoord Prize,for his penetrating work on the theory of operator algebras and for having been a founder of non-commutative geometry,,Q313590,,Alain Connes,1947-04-01,1947,Draguignan,France,,France,Male,,,,,,,,,(b. 1947),
crafoord-000035,2002,Geosciences,Crafoord Prize,"for fundamental contributions to the understanding of the dynamics of the lithosphere, particularly plate tectonics, sedimentary basin formation and mantle melting",,Q1159121,,Dan McKenzie,1942-02-21,1942,Cheltenham,United Kingdom,,United Kingdom,Male,,,,,,,,,(b. 1942),
crafoord-000036,2003,Biosciences,Crafoord Prize,for his discovery of a third domain of life,,Q310067,,Carl Woese,1928-07-15,1928,Syracuse,United States,,United States,Male,,,,,2012-12-30,Urbana,United States,,(1928–2012),
crafoord-000037,2004,Polyarthritis,Crafoord Prize,for their studies of the molecular mechanisms involved in migration of white blood cells in health and disease,,Q570425,,Eugene C. Butcher,1950-01-06,1950,St. Louis,United States,,United States,Male,,,,,,,,,(b. 1950),
crafoord-000038,2004,Polyarthritis,Crafoord Prize,for their studies of the molecular mechanisms involved in migration of white blood cells in health and disease,,Q1649143,,Timothy A. Springer,1948-02-23,1948,Fort Benning,United States,,United States,Male,,,,,,,,,(b. 1948),
crafoord-000039,2005,Astronomy,Crafoord Prize,for contributions towards understanding the large-scale structure of the Universe,,Q1152925,,James E. Gunn,1938-10-21,1938,Livingston,United States,,United States,Male,,,,,,,,,(b. 1938),
crafoord-000040,2005,Astronomy,Crafoord Prize,for contributions towards understanding the large-scale structure of the Universe,,Q728331,,James Peebles,1935-04-25,1935,Winnipeg,Canada,,Canada; United States,Male,,,,,,,,,(b. 1935),
crafoord-000041,2005,Astronomy,Crafoord Prize,for contributions towards understanding the large-scale structure of the Universe,,Q335213,,Martin Rees,1942-06-23,1942,York,United Kingdom,,United Kingdom,Male,,,,,,,,,(b. 1942),
crafoord-000042,2006,Geosciences,Crafoord Prize,"for his innovative and pioneering research on the operation of the global carbon cycle within the ocean atmosphere-biosphere system, and its interaction with climate",,Q911079,,Wallace Smith Broecker,1931-11-29,1931,Chicago,United States,,United States,Male,,,,,2019-02-18,Manhattan,United States,,(1931–2019),
crafoord-000043,2007,Biosciences,Crafoord Prize,"for his fundamental analysis of social evolution, conflict and cooperation",,Q918334,,Robert Trivers,1943-02-19,1943,"Washington, D.C.",United States,,United States,Male,,,,,2026-03-12,Mount Vernon,United States,,(1943–2026),
crafoord-000044,2008,Astronomy,Crafoord Prize,"for his decisive contributions to high energy astrophysics and cosmology, in particular processes and dynamics around black holes and neutron stars and demonstration of the diagnostic power of structures in the background radiation",,Q836911,,Rashid Alievich Sunyaev,1943-03-01,1943,Tashkent,Tashkent Khanate,,Soviet Union; Russia,Male,,,,,,,,,(b. 1943),
crafoord-000045,2008,Mathematics,Crafoord Prize,for their important contributions to mathematics inspired by modern theoretical physics,,Q369588,,Maxim Kontsevich,1964-08-25,1964,Khimki,Russia,,Soviet Union; France; Russia,Male,,,,,,,,,(b. 1964),
crafoord-000046,2008,Mathematics,Crafoord Prize,for their important contributions to mathematics inspired by modern theoretical physics,,Q201513,,Edward Witten,1951-08-26,1951,Baltimore,United States,,United States,Male,,,,,,,,,(b. 1951),
crafoord-000047,2009,Polyarthritis,Crafoord Prize,"for their pioneering work to isolate interleukins, determine their properties and explore their role in the onset of inflammatory diseases",,Q834442,,Charles Dinarello,1943-04-22,1943,Boston,United States,,United States,Male,,,,,,,,,(b. 1943),
crafoord-000048,2009,Polyarthritis,Crafoord Prize,"for their pioneering work to isolate interleukins, determine their properties and explore their role in the onset of inflammatory diseases",,Q1496846,,Tadamitsu Kishimoto,1939-05-07,1939,Osaka,Japan,,Japan,Male,,,,,,,,,(b. 1939),
crafoord-000049,2009,Polyarthritis,Crafoord Prize,"for their pioneering work to isolate interleukins, determine their properties and explore their role in the onset of inflammatory diseases",,Q7486453,,Toshio Hirano,1947-04-17,1947,Osaka,Japan,,Japan,Male,,,,,,,,,(b. 1947),
crafoord-000050,2010,Geosciences,Crafoord Prize,"for his pioneering and fundamental contributions to our understanding of ocean circulation, tides and waves, and their role in the Earth's dynamics",,Q113081,,Walter Munk,1917-10-19,1917,Vienna,Austria,,United States; Austria,Male,,,,,2019-02-08,La Jolla,United States,,(1917–2019),
crafoord-000051,2011,Biosciences,Crafoord Prize,for his pioneering studies on how spatial variation affects the dynamics of animal and plant populations,,Q3566415,,Ilkka Hanski,1953-02-14,1953,Lempäälä,Finland,,Finland,Male,,,,,2016-05-10,Helsinki,Finland,,(1953–2016),
crafoord-000052,2012,Astronomy,Crafoord Prize,"for their observations of the stars orbiting the galactic centre, indicating the presence of a supermassive black hole",,Q65807,,Reinhard Genzel,1952-03-24,1952,Bad Homburg vor der Höhe,Germany,,Germany,Male,,,,,,,,,(b. 1952),
crafoord-000053,2012,Astronomy,Crafoord Prize,"for their observations of the stars orbiting the galactic centre, indicating the presence of a supermassive black hole",,Q493956,,Andrea M. Ghez,1965-06-16,1965,New York City,United States,,United States,Female,,,,,,,,,(b. 1965),
crafoord-000054,2012,Mathematics,Crafoord Prize,"for their brilliant and groundbreaking work in harmonic analysis, partial differential equations, ergodic theory, number theory, combinatorics, functional analysis and theoretical computer science",,Q260802,,Jean Bourgain,1954-02-28,1954,Ostend,Belgium,,Belgium,Male,,,,,2018-12-22,Bonheiden,Belgium,,(1954–2018),
crafoord-000055,2012,Mathematics,Crafoord Prize,"for their brilliant and groundbreaking work in harmonic analysis, partial differential equations, ergodic theory, number theory, combinatorics, functional analysis and theoretical computer science",,Q295981,,Terence Tao,1975-07-17,1975,Adelaide,Australia,,Australia; United States,Male,,,,,,,,,(b. 1975),
crafoord-000056,2013,Polyarthritis,Crafoord Prize,"for their discoveries concerning the role of different genetic factors and their interactions with environmental factors in the pathogenesis, diagnosis and clinical management of rheumatoid arthritis",,Q7175067,,Peter K. Gregersen,1950-01-01,1950,,,,United States,Male,,,,,,,,,(b. 1950),
crafoord-000057,2013,Polyarthritis,Crafoord Prize,"for their discoveries concerning the role of different genetic factors and their interactions with environmental factors in the pathogenesis, diagnosis and clinical management of rheumatoid arthritis",,Q5912759,,Lars Klareskog,1945-01-01,1945,,,,Sweden,Male,,,,,,,,,(b. 1945),
crafoord-000058,2013,Polyarthritis,Crafoord Prize,"for their discoveries concerning the role of different genetic factors and their interactions with environmental factors in the pathogenesis, diagnosis and clinical management of rheumatoid arthritis",,Q15842686,,Robert J. Winchester,1937-01-27,1937,Yonkers,United States,,United States,Male,,,,,,,,,(b. 1937),
crafoord-000059,2014,Geosciences,Crafoord Prize,"for his ground-breaking contribution to the understanding of global tectonics, in particular the deformation of continents and the structure and evolution of mountain ranges, as well as the impact of tectonic processes on ocean-atmosphere circulation and climate",,,,Peter Molnar,,1943,,,,United States,,,,,,,,,,(1943–2022),
crafoord-000060,2015,Biosciences,Crafoord Prize,for their pioneering analyses and fundamental contributions to the understanding of genetic polymorphism,,Q659265,,Richard Lewontin,1929-03-29,1929,New York City,United States,,United States,Male,,,,,2021-07-04,Cambridge,United States,,(1929–2021),
crafoord-000061,2015,Biosciences,Crafoord Prize,for their pioneering analyses and fundamental contributions to the understanding of genetic polymorphism,,Q275103,,Tomoko Ohta,1933-09-07,1933,Miyoshi,Japan,,Japan,Female,,,,,,,,,(b. 1933),
crafoord-000062,2016,Astronomy,Crafoord Prize,for fundamental work concerning rotating black holes and their astrophysical consequences,,Q959840,,Roy Kerr,1934-05-16,1934,Kurow,New Zealand,,New Zealand,Male,,,,,,,,,(b. 1934),
crafoord-000063,2016,Astronomy,Crafoord Prize,for fundamental work concerning rotating black holes and their astrophysical consequences,,Q2161615,,Roger Blandford,1949-08-28,1949,Grantham,United Kingdom,,United Kingdom; United States,Male,,,,,,,,,(b. 1949),
crafoord-000064,2016,Mathematics,Crafoord Prize,for the development of contact and symplectic topology and groundbreaking discoveries of rigidity and flexibility phenomena,,Q1399503,,Yakov Eliashberg,1946-12-11,1946,Saint Petersburg,Russia,,Russia; Soviet Union; United States,Male,,,,,,,,,(b. 1946),
crafoord-000065,2017,Polyarthritis,Crafoord Prize,"for their discoveries relating to regulatory T cells, which counteract harmful immune reactions in arthritis and other autoimmune diseases",,Q17502433,,Shimon Sakaguchi,1951-01-19,1951,Nagahama,Japan,,Japan,Male,,,,,,,,,(b. 1951),
crafoord-000066,2017,Polyarthritis,Crafoord Prize,"for their discoveries relating to regulatory T cells, which counteract harmful immune reactions in arthritis and other autoimmune diseases",,Q28212107,,Fred Ramsdell,1960-12-04,1960,Elmhurst,United States,,United States,Male,,,,,,,,,(b. 1960),
crafoord-000067,2017,Polyarthritis,Crafoord Prize,"for their discoveries relating to regulatory T cells, which counteract harmful immune reactions in arthritis and other autoimmune diseases",,Q21012878,,Alexander Rudensky,1956-08-21,1956,Moscow,Duchy of Moscow,,United States,Male,,,,,,,,,(b. 1956),
crafoord-000068,2018,Geosciences,Crafoord Prize,for fundamental contributions to understanding the role of atmospheric trace gases in Earth's climate system,,Q3675789,,Syukuro Manabe,1931-09-21,1931,Shinritsu,Japan,,Japan; United States,Male,,,,,,,,,(b. 1931),
crafoord-000069,2018,Geosciences,Crafoord Prize,for fundamental contributions to understanding the role of atmospheric trace gases in Earth's climate system,,Q445519,,Susan Solomon,1956-01-19,1956,Chicago,United States,,United States,Female,,,,,,,,,(b. 1956),
crafoord-000070,2019,Biosciences,Crafoord Prize,"for the discovery and pioneering studies of the most abundant photosynthesising organism on Earth, Prochlorococcus",,Q4794852,,Sallie W. Chisholm,1947-11-05,1947,Marquette,United States,,United States,Female,,,,,,,,,(b. 1947),
crafoord-000071,2020,Astronomy,Crafoord Prize,for pioneering and fundamental studies of the solar wind and magnetic fields from stellar to galactic scales,,Q503360,,Eugene N. Parker,1927-06-10,1927,Houghton,United States,,United States,Male,,,,,2022-03-15,Chicago,United States,,(1927–2022),
crafoord-000072,2020,Mathematics,Crafoord Prize,"for outstanding and influential contributions in all the major areas of mathematics, particularly number theory, analysis and algebraic geometry",,Q333538,,Enrico Bombieri,1940-11-26,1940,Milan,Italy,,Italy; United States,Male,,,,,,,,,(b. 1940),
crafoord-000073,2021,Polyarthritis,Crafoord Prize,for establishing the concept of autoinflammatory diseases,,Q96817021,,Daniel L. Kastner,1951-07-08,1951,Lockport,United States,,United States,Male,,,,,,,,,(b. 1951),
crafoord-000074,2022,Geosciences,Crafoord Prize,for fundamental contributions to our understanding of the first three billion years of life on Earth and life's interactions with the physical environment through time,,Q505705,,Andrew H. Knoll,1951-01-01,1951,West Reading,United States,,United States,Male,,,,,,,,,(b. 1951),
crafoord-000075,2023,Biosciences,Crafoord Prize,for fundamental contributions to the understanding of adaptive radiation and ecological speciation,,Q5289597,,Dolph Schluter,1955-05-22,1955,Dorval,Canada,,Canada,Male,,,,,,,,,(b. 1955),
crafoord-000076,2024,Astronomy,Crafoord Prize,for developing the methods of asteroseismology and their application to the study of the interior of the Sun and of other stars,,Q1252315,,Douglas Gough,1941-02-08,1941,,,,United Kingdom,Male,,,,,,,,,(b. 1941),
crafoord-000077,2024,Astronomy,Crafoord Prize,for developing the methods of asteroseismology and their application to the study of the interior of the Sun and of other stars,,Q6321460,,Jørgen Christensen-Dalsgaard,1950-10-06,1950,Kolding,Denmark,,Denmark,Male,,,,,,,,,(b. 1950),
crafoord-000078,2024,Astronomy,Crafoord Prize,for developing the methods of asteroseismology and their application to the study of the interior of the Sun and of other stars,,Q2993494,,Conny Aerts,1966-01-26,1966,Brasschaat,Belgium,,Belgium,Female,,,,,,,,,(b. 1966),
crafoord-000079,2024,Mathematics,Crafoord Prize,"for outstanding contributions to complex and algebraic geometry, including Hodge theory, algebraic cycles, and hyperkähler geometry",,Q468049,,Claire Voisin,1962-03-04,1962,Saint-Leu-la-Forêt,France,,France,Female,,,,,,,,,(b. 1962),
crafoord-000080,2025,Polyarthritis,Crafoord Prize,for the discovery of fundamental mechanisms for B cell tolerance.,,Q5106685,,Christopher Goodnow,1959-09-19,1959,Hong Kong,People's Republic of China,,United States; Australia,Male,,,,,,,,,(b. 1959),
crafoord-000081,2025,Polyarthritis,Crafoord Prize,for the discovery of fundamental mechanisms for B cell tolerance.,,Q68011959,,David Nemazee,,,,,,,Male,,,,,,,,,,
crafoord-000082,2026,Geosciences,Crafoord Prize,for fundamental contributions to our understanding of how aerosol particles and other climate pollutants influence the atmospheric energy balance and the Earth system.,,Q670496,,Veerabhadran Ramanathan,1944-11-24,1944,Madurai,India,,India; United States,Male,,,,,,,,,(b. 1944),
